code,libelle,type_officiel,region,adresse
060651,LUNETTERIE OPTIQUE L'OPTIMUM,CENTRE DE LUNETTERIE,GRAND LOMÉ,"Lomé, Grand marché de Cacaveli à droite de l'entrée principale"
060652,PHARMACIE PRINCIPALE,PHARMACIE,GRAND LOMÉ,"Kpogan, Yovo kopé"
060653,CABINET MEDICAL D'OPHTALMOLOGIE WINIGA,CHU,GRAND LOMÉ,Agoè Anomé maison NONON SAA Kassoula non loin du carrefour 2
060654,PHARMACIE EL-SALI,PHARMACIE,GRAND LOMÉ,"Lomé, Aflao Apédokoè, sur la Nationale n°5"
060655,LABORATOIRE D'ANALYSE DE BIOLOGIE MEDICALE WESTLAB24,CHU,GRAND LOMÉ,"AGOE GBONVE, non loin du carrefour 02 LIONS"
060656,PHARMACIE GREENRX,PHARMACIE,GRAND LOMÉ,Ségbé non loin de la FUCEC
060657,PHARMACIE DAFEANNE,PHARMACIE,GRAND LOMÉ,"Agoè-sogbossito, non loin de l'école PATER VOLUNTAS"
060658,CLINIQUE MEDICALE FAFA,CHU,GRAND LOMÉ,"Lomé, Attiégou, carrefour DVA"
060659,CLINIQUE MEDICALE BOLANILOL-MILE,HOPITAL DE DISTRICT,GRAND LOMÉ,Agoè Légbassito en face de l'église évangélique presbytérienne
060660,CLINIQUE KEKE,CHR,GRAND LOMÉ,"Klevegble,"
060661,PHARMACIE DE LA MARINA,PHARMACIE,GRAND LOMÉ,kodjoviakope
060662,CLINIQUE MEDICALE NEEMA,CHU,GRAND LOMÉ,Adidogomé Sagbado
060663,CABINET VISION EXPLO,CHU,GRAND LOMÉ,Tokoin forever
060664,CENTRE MEDICO- SOCIAL LA GLOIRE,USP type II,GRAND LOMÉ,Kégue sur la route de kpatcha
060665,CENTRE MEDICO SOCIAL LA PROVIDENCE,USP type II,GRAND LOMÉ,Agoè Ahonkpoè
060667,PHARMACIE SAINT SYLVESTRE,PHARMACIE,GRAND LOMÉ,Rond point de Sanyramé non loin de l'église catholique de Sanyramé
060668,PHARMACIE AUREOLE,PHARMACIE,GRAND LOMÉ,Agoè Trokpossimé au carrefour camp GP
060669,CENTRE MEDICO- SOCIAL BIENHEUREUX LUIGI TEZZA,CHR,GRAND LOMÉ,ATTIDJIN. AU BORD DU BOULEVARD LOME-KPALIME
060670,CENTRE MEDICO- SOCIAL SAINT AUGUSTIN,HOPITAL DE DISTRICT,GRAND LOMÉ,Quartier Sanguéra Assikor
060671,CABINET DE KINESITHERAPIE KINE-PRO,USP type II,GRAND LOMÉ,"Adétikopé (Agoute), 100 m avant Complexe scolaire Astuce, sur la voie du marché"
060672,PHARMACIE MAA-LA,PHARMACIE,GRAND LOMÉ,Agoè Démakpoè
060673,CABINET MEDICAL LOTIE,CHU,GRAND LOMÉ,Cacavéli Lossossimé
060674,CLINIQUE MOHAMED,CHU,GRAND LOMÉ,Lomé 03- Près du CS Blaise Pascal
060675,CLINQUE MEDICO- CHIRURGICALE DE LA VISION DE LOME,CHU,GRAND LOMÉ,Agoè Télessou
060676,PHARMACIE MAWULOM,PHARMACIE,GRAND LOMÉ,Athiémé carrefour KPONSE
060677,PHARMACIE YESHUA,PHARMACIE,GRAND LOMÉ,VAKPOSSITO entre les CMS mur et Maranatha
060678,INFIRMERIE FLEUVE DE VIE,USP type I,GRAND LOMÉ,Kohé
060679,CLINIQUE SPECIALISEE D'ORTHOPEDIE- TRAUMATOLOGIE SAINTE CATHERINE HEALTH AND CARE,CHU,GRAND LOMÉ,Agoè Anokui
060680,PHARMACIE KELEGOUGAN,PHARMACIE,GRAND LOMÉ,Agoè Kélégougan non loin de la station Total Kélégougan
060681,PHARMACIE OBSERVANCE,PHARMACIE,GRAND LOMÉ,"Sogbossito, en face de la station Total Energie, non loin du premier bataillon d'intervention rapide"
060682,PHARMACIE VERONIQUE,PHARMACIE,GRAND LOMÉ,Kpogan non loin de l'école de la gendarmerie
060683,INFIRMERIE DE CIMTOGO,INFIRMERIE,GRAND LOMÉ,"Cimtogo, zone portuaire"
060684,INFIRMERIE DE L'ORGANISATION DE LA CHARITE POUR UN DEVELOPPEMENT INTEGRAL,INFIRMERIE,GRAND LOMÉ,Hédzranawoé 41 RUE HDN
060685,CLINIQUE ALPIA,CHU,GRAND LOMÉ,"Hanooukopé, 367 rue des Manguiers"
060686,INFIRMERIE AFRICAN LEASE TOGO,INFIRMERIE,GRAND LOMÉ,En face de l' hotel Palm Beach
060687,PHARMACIE SAINT PIO,PHARMACIE,GRAND LOMÉ,Klobatème non loin du cms Klobatème
060688,INFIRMERIE DU GROUPE EVAME SA,INFIRMERIE,GRAND LOMÉ,Dékon immeuble Haojue au 4eme étage
060689,CABINET MEDICAL D'OPHTALMOLOGIE IRIS,CHU,GRAND LOMÉ,Téléssou
060690,CENTRE MEDICO- SOCIAL CMS MERE ET ENFANT ZENAB,HOPITAL DE DISTRICT,GRAND LOMÉ,"Quartier Fidokpui, Canton de Togblékopé"
060691,INFIRMERIE DE L'UTB CIRCULAIRE,INFIRMERIE,GRAND LOMÉ,Kodjoviakopé
060692,CABINET MEDICAL D'OTO-RHINO- LARYNGOLOGIE LA ROSEE ORL,CHU,GRAND LOMÉ,Hédzranawoé
060693,PHARMACIE TRIOMPHE,PHARMACIE,GRAND LOMÉ,carrefour Kpala
060694,CABINET MEDICAL MON DOCTEUR,CHU,GRAND LOMÉ,"quartier Kpessoudji, derrière la pharmacie Hosanna"
060695,CENTRE MEDICO- SOCIAL DE LA SOCIETE AEROPORTUAIRE LOME TOKOIN,INFIRMERIE,GRAND LOMÉ,à côté de l'aéroport au niveau du quartier Tokoin
060696,CABINET DE SOINS INFIRMIER FAFA,USP type I,GRAND LOMÉ,Zanguéra Sanyramé Centre
060697,HOPITAL DE LA PREMIERE REGION MILITAIRE (HRM1),CHU,GRAND LOMÉ,Cacavéli dans l'enceinte de la Gendarmerie Nationale
060698,POLYCLINIQUE POLYCLINELLE WOSSINU ET GBOGBO,CHU,GRAND LOMÉ,Avé Maria
060699,INFIRMERIE DE CORIS BANK INTERNATIONAL,INFIRMERIE,GRAND LOMÉ,"Lomé, bd du 13 janvier, Angle Rue Souza Nétimé"
060700,PHARMACIE DE LA NATION,PHARMACIE,GRAND LOMÉ,Totsi en face de l'ECOBANK
060701,CABINET DE PHYSIOTHERAPIE BAUME DE GALAAD,USP type II,GRAND LOMÉ,"Totsi, près de l'ECOBANK"
060702,HOPITAL PRIVE SAINT CAMILLE,CHR,GRAND LOMÉ,Adakpamé
060703,CABINET MEDICAL SPECIALISE EN,CHU,GRAND LOMÉ,Bè-Klikamé CARDIOLOGIE COEUR ET VIE
060704,LUNETTERIE HOLALI OPTIC,CENTRE DE LUNETTERIE,GRAND LOMÉ,Cité Millénium
060705,LUNETTERIE LUMIERE VISION,CENTRE DE LUNETTERIE,GRAND LOMÉ,Avenou
060706,CLINIQUE MEDICALE EMA,CHU,GRAND LOMÉ,Avénou
060707,CLINIQUE MEDICALE RABBOUNI,CHU,GRAND LOMÉ,"Avépozo, derrière la pharmacie Avépozo"
060708,LUNETTERIE CLAIR OPTIC SALR,CENTRE DE LUNETTERIE,GRAND LOMÉ,Tokoin Soted
060709,LUNETTERIE MICALEX OPTIQUE,CENTRE DE LUNETTERIE,GRAND LOMÉ,Dékon
060710,CENTRE MEDICO- SOCIAL LOTIE,HOPITAL DE DISTRICT,GRAND LOMÉ,Vakpossito-Assigomé
